schema_version,timestamp,run_id,task_id,agent,run_number,generation_success,tests_executed,tests_passed,tests_total,tests_passed_count,tests_failed_count,tests_skipped_count,final_success,failure_type,error_message,exit_code,timed_out,stdout,stderr,recovery_attempted,recovery_success,attempts_used,max_attempts,duration_seconds
2,2026-09-16T13:06:30.060628+00:00,ba705e11-9cda-483c-9cdc-59c452f9593c,task_01,baseline,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_baseline_1
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4722
2,2026-09-16T13:06:30.614895+00:00,1d0b8618-8c90-4367-b0ca-4049ed22b27d,task_01,baseline,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_baseline_2
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.5359
2,2026-09-16T13:06:31.181959+00:00,ae71128c-44dc-46e3-a360-2c41fab10e7d,task_01,baseline,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_baseline_3
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.5378
2,2026-09-16T13:06:31.874471+00:00,615d0d2a-908c-4cf7-808d-5af256f68b26,task_01,baseline,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_baseline_4
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.6733
2,2026-09-16T13:06:32.581317+00:00,e5974c28-5211-4891-aee8-3ca44095e634,task_01,baseline,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_baseline_5
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.6548
2,2026-09-16T13:06:33.252687+00:00,a48555c5-a2d9-4767-9a6d-65c48043dfe8,task_01,agent_02,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_agent_02_1
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.6168
2,2026-09-16T13:06:33.956336+00:00,35423a4c-bf42-48d5-92f3-c5121fca6ea3,task_01,agent_02,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_agent_02_2
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.6557
2,2026-09-16T13:06:34.594494+00:00,d9eacce5-e415-4061-8dd6-4ba4e1e78411,task_01,agent_02,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_agent_02_3
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.6177
2,2026-09-16T13:06:35.171436+00:00,ad45703f-3bcf-425f-a27c-8d9e8aaff592,task_01,agent_02,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_agent_02_4
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.5585
2,2026-09-16T13:06:35.755174+00:00,b893ff45-d4dc-489e-8ae1-7c4812240b46,task_01,agent_02,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_01_agent_02_5
configfile: .benchmark_pytest.ini
collected 1 item

test_calculator.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.5636
2,2026-09-16T13:06:36.337551+00:00,4c5198f8-e22d-4839-8126-9e241b38c0f8,task_02,baseline,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_baseline_1
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.5512
2,2026-09-16T13:06:37.044481+00:00,39d25fb0-6fd9-4593-b15d-78e68ae7005f,task_02,baseline,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_baseline_2
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.6706
2,2026-09-16T13:06:37.769526+00:00,a1911a79-2703-424e-8d68-449969a07d9f,task_02,baseline,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_baseline_3
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.04s ==============================
",,False,False,1,3,0.6787
2,2026-09-16T13:06:38.421358+00:00,abbe0f9c-9c95-4fc7-bc37-151271a3c4c4,task_02,baseline,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_baseline_4
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.06s ==============================
",,False,False,1,3,0.6034
2,2026-09-16T13:06:39.000915+00:00,18b2a199-7d7d-4040-97b2-3970d1d15744,task_02,baseline,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_baseline_5
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.04s ==============================
",,False,False,1,3,0.5404
2,2026-09-16T13:06:39.773676+00:00,7b0f2e77-d35f-4cca-b3bc-1852e7341e4f,task_02,agent_02,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_agent_02_1
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.05s ==============================
",,False,False,1,3,0.7351
2,2026-09-16T13:06:40.411783+00:00,6669a8c7-1542-4f01-9f9e-eb5eb5ce3260,task_02,agent_02,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_agent_02_2
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.04s ==============================
",,False,False,1,3,0.5862
2,2026-09-16T13:06:41.087376+00:00,5509cbcb-239c-4809-9342-08f72f244d90,task_02,agent_02,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_agent_02_3
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.6395
2,2026-09-16T13:06:41.589541+00:00,53c37640-100c-49a1-a5d9-8b214c865915,task_02,agent_02,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_agent_02_4
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4612
2,2026-09-16T13:06:42.085124+00:00,656c63f2-e2d7-4d9f-9349-5b4e03b066de,task_02,agent_02,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_02_agent_02_5
configfile: .benchmark_pytest.ini
collected 1 item

test_string_utils.py .                                                   [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.4692
2,2026-09-16T13:06:42.627829+00:00,94d5acb4-395d-46dc-8da0-302061c3e933,task_03,baseline,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_baseline_1
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.5236
